cycle_id,status,probe_file,treatment_file,probe_captured_at,treatment_captured_at,probe_vpp,treatment_vpp,frequency_hz,burst_cycles,inter_burst_delay_ms,cycle_period_ms,note
22,complete,probe/cycle_000022.csv,treatment/cycle_000022.csv,2026-07-12T14:20:23.302,2026-07-12T14:20:23.742,4.5,7,612000,6000,200,1000,
23,complete,probe/cycle_000023.csv,treatment/cycle_000023.csv,2026-07-12T14:20:24.314,2026-07-12T14:20:24.754,4.5,7,612000,6000,200,1000,
24,complete,probe/cycle_000024.csv,treatment/cycle_000024.csv,2026-07-12T14:20:25.327,2026-07-12T14:20:25.769,4.5,7,612000,6000,200,1000,
25,complete,probe/cycle_000025.csv,treatment/cycle_000025.csv,2026-07-12T14:20:26.341,2026-07-12T14:20:26.784,4.5,7,612000,6000,200,1000,
26,complete,probe/cycle_000026.csv,treatment/cycle_000026.csv,2026-07-12T14:20:27.354,2026-07-12T14:20:27.798,4.5,7,612000,6000,200,1000,
27,complete,probe/cycle_000027.csv,treatment/cycle_000027.csv,2026-07-12T14:20:28.366,2026-07-12T14:20:28.809,4.5,7,612000,6000,200,1000,
28,complete,probe/cycle_000028.csv,treatment/cycle_000028.csv,2026-07-12T14:20:29.382,2026-07-12T14:20:29.826,4.5,7,612000,6000,200,1000,
29,complete,probe/cycle_000029.csv,treatment/cycle_000029.csv,2026-07-12T14:20:30.396,2026-07-12T14:20:30.821,4.5,7,612000,6000,200,1000,
30,complete,probe/cycle_000030.csv,treatment/cycle_000030.csv,2026-07-12T14:20:31.457,2026-07-12T14:20:31.898,4.5,7,612000,6000,200,1000,
31,complete,probe/cycle_000031.csv,treatment/cycle_000031.csv,2026-07-12T14:20:32.470,2026-07-12T14:20:32.914,4.5,7,612000,6000,200,1000,
32,complete,probe/cycle_000032.csv,treatment/cycle_000032.csv,2026-07-12T14:20:33.479,2026-07-12T14:20:33.923,4.5,7,612000,6000,200,1000,
33,complete,probe/cycle_000033.csv,treatment/cycle_000033.csv,2026-07-12T14:20:34.493,2026-07-12T14:20:34.937,4.5,7,612000,6000,200,1000,
34,complete,probe/cycle_000034.csv,treatment/cycle_000034.csv,2026-07-12T14:20:35.506,2026-07-12T14:20:35.952,4.5,7,612000,6000,200,1000,
35,complete,probe/cycle_000035.csv,treatment/cycle_000035.csv,2026-07-12T14:20:36.525,2026-07-12T14:20:36.967,4.5,7,612000,6000,200,1000,
36,complete,probe/cycle_000036.csv,treatment/cycle_000036.csv,2026-07-12T14:20:37.537,2026-07-12T14:20:37.978,4.5,7,612000,6000,200,1000,
37,complete,probe/cycle_000037.csv,treatment/cycle_000037.csv,2026-07-12T14:20:38.548,2026-07-12T14:20:38.988,4.5,7,612000,6000,200,1000,
38,complete,probe/cycle_000038.csv,treatment/cycle_000038.csv,2026-07-12T14:20:39.561,2026-07-12T14:20:40.004,4.5,7,612000,6000,200,1000,
39,complete,probe/cycle_000039.csv,treatment/cycle_000039.csv,2026-07-12T14:20:40.575,2026-07-12T14:20:41.020,4.5,7,612000,6000,200,1000,
40,complete,probe/cycle_000040.csv,treatment/cycle_000040.csv,2026-07-12T14:20:41.589,2026-07-12T14:20:42.032,4.5,7,612000,6000,200,1000,
41,complete,probe/cycle_000041.csv,treatment/cycle_000041.csv,2026-07-12T14:20:42.605,2026-07-12T14:20:43.049,4.5,7,612000,6000,200,1000,
42,complete,probe/cycle_000042.csv,treatment/cycle_000042.csv,2026-07-12T14:20:43.617,2026-07-12T14:20:44.064,4.5,7,612000,6000,200,1000,
43,complete,probe/cycle_000043.csv,treatment/cycle_000043.csv,2026-07-12T14:20:44.632,2026-07-12T14:20:45.073,4.5,7,612000,6000,200,1000,
44,complete,probe/cycle_000044.csv,treatment/cycle_000044.csv,2026-07-12T14:20:45.644,2026-07-12T14:20:46.085,4.5,7,612000,6000,200,1000,
45,complete,probe/cycle_000045.csv,treatment/cycle_000045.csv,2026-07-12T14:20:46.658,2026-07-12T14:20:47.100,4.5,7,612000,6000,200,1000,
46,complete,probe/cycle_000046.csv,treatment/cycle_000046.csv,2026-07-12T14:20:47.670,2026-07-12T14:20:48.115,4.5,7,612000,6000,200,1000,
47,complete,probe/cycle_000047.csv,treatment/cycle_000047.csv,2026-07-12T14:20:48.683,2026-07-12T14:20:49.127,4.5,7,612000,6000,200,1000,
48,complete,probe/cycle_000048.csv,treatment/cycle_000048.csv,2026-07-12T14:20:49.694,2026-07-12T14:20:50.139,4.5,7,612000,6000,200,1000,
49,complete,probe/cycle_000049.csv,treatment/cycle_000049.csv,2026-07-12T14:20:50.711,2026-07-12T14:20:51.152,4.5,7,612000,6000,200,1000,
50,complete,probe/cycle_000050.csv,treatment/cycle_000050.csv,2026-07-12T14:20:51.725,2026-07-12T14:20:52.156,4.5,7,612000,6000,200,1000,
51,complete,probe/cycle_000051.csv,treatment/cycle_000051.csv,2026-07-12T14:20:52.724,2026-07-12T14:20:53.166,4.5,7,612000,6000,200,1000,
52,complete,probe/cycle_000052.csv,treatment/cycle_000052.csv,2026-07-12T14:20:53.738,2026-07-12T14:20:54.178,4.5,7,612000,6000,200,1000,
53,complete,probe/cycle_000053.csv,treatment/cycle_000053.csv,2026-07-12T14:20:54.745,2026-07-12T14:20:55.190,4.5,7,612000,6000,200,1000,
54,complete,probe/cycle_000054.csv,treatment/cycle_000054.csv,2026-07-12T14:20:55.763,2026-07-12T14:20:56.204,4.5,7,612000,6000,200,1000,
55,complete,probe/cycle_000055.csv,treatment/cycle_000055.csv,2026-07-12T14:20:56.758,2026-07-12T14:20:57.203,4.5,7,612000,6000,200,1000,
56,complete,probe/cycle_000056.csv,treatment/cycle_000056.csv,2026-07-12T14:20:57.774,2026-07-12T14:20:58.213,4.5,7,612000,6000,200,1000,
57,complete,probe/cycle_000057.csv,treatment/cycle_000057.csv,2026-07-12T14:20:58.783,2026-07-12T14:20:59.224,4.5,7,612000,6000,200,1000,
58,complete,probe/cycle_000058.csv,treatment/cycle_000058.csv,2026-07-12T14:20:59.794,2026-07-12T14:21:00.233,4.5,7,612000,6000,200,1000,
59,complete,probe/cycle_000059.csv,treatment/cycle_000059.csv,2026-07-12T14:21:00.803,2026-07-12T14:21:01.227,4.5,7,612000,6000,200,1000,
60,complete,probe/cycle_000060.csv,treatment/cycle_000060.csv,2026-07-12T14:21:01.863,2026-07-12T14:21:02.305,4.5,7,612000,6000,200,1000,
61,complete,probe/cycle_000061.csv,treatment/cycle_000061.csv,2026-07-12T14:21:02.872,2026-07-12T14:21:03.317,4.5,7,612000,6000,200,1000,
62,complete,probe/cycle_000062.csv,treatment/cycle_000062.csv,2026-07-12T14:21:03.887,2026-07-12T14:21:04.330,4.5,7,612000,6000,200,1000,
63,complete,probe/cycle_000063.csv,treatment/cycle_000063.csv,2026-07-12T14:21:04.903,2026-07-12T14:21:05.344,4.5,7,612000,6000,200,1000,
64,complete,probe/cycle_000064.csv,treatment/cycle_000064.csv,2026-07-12T14:21:05.913,2026-07-12T14:21:06.358,4.5,7,612000,6000,200,1000,
65,complete,probe/cycle_000065.csv,treatment/cycle_000065.csv,2026-07-12T14:21:06.929,2026-07-12T14:21:07.371,4.5,7,612000,6000,200,1000,
66,complete,probe/cycle_000066.csv,treatment/cycle_000066.csv,2026-07-12T14:21:07.937,2026-07-12T14:21:08.377,4.5,7,612000,6000,200,1000,
67,complete,probe/cycle_000067.csv,treatment/cycle_000067.csv,2026-07-12T14:21:08.947,2026-07-12T14:21:09.391,4.5,7,612000,6000,200,1000,
68,complete,probe/cycle_000068.csv,treatment/cycle_000068.csv,2026-07-12T14:21:09.958,2026-07-12T14:21:10.399,4.5,7,612000,6000,200,1000,
69,complete,probe/cycle_000069.csv,treatment/cycle_000069.csv,2026-07-12T14:21:10.971,2026-07-12T14:21:11.415,4.5,7,612000,6000,200,1000,
70,complete,probe/cycle_000070.csv,treatment/cycle_000070.csv,2026-07-12T14:21:11.982,2026-07-12T14:21:12.426,4.5,7,612000,6000,200,1000,
71,complete,probe/cycle_000071.csv,treatment/cycle_000071.csv,2026-07-12T14:21:12.998,2026-07-12T14:21:13.439,4.5,7,612000,6000,200,1000,
72,complete,probe/cycle_000072.csv,treatment/cycle_000072.csv,2026-07-12T14:21:14.008,2026-07-12T14:21:14.452,4.5,7,612000,6000,200,1000,
73,complete,probe/cycle_000073.csv,treatment/cycle_000073.csv,2026-07-12T14:21:15.024,2026-07-12T14:21:15.464,4.5,7,612000,6000,200,1000,
74,complete,probe/cycle_000074.csv,treatment/cycle_000074.csv,2026-07-12T14:21:16.032,2026-07-12T14:21:16.474,4.5,7,612000,6000,200,1000,
75,complete,probe/cycle_000075.csv,treatment/cycle_000075.csv,2026-07-12T14:21:17.046,2026-07-12T14:21:17.492,4.5,7,612000,6000,200,1000,
76,complete,probe/cycle_000076.csv,treatment/cycle_000076.csv,2026-07-12T14:21:18.060,2026-07-12T14:21:18.504,4.5,7,612000,6000,200,1000,
77,complete,probe/cycle_000077.csv,treatment/cycle_000077.csv,2026-07-12T14:21:19.070,2026-07-12T14:21:19.515,4.5,7,612000,6000,200,1000,
78,complete,probe/cycle_000078.csv,treatment/cycle_000078.csv,2026-07-12T14:21:20.085,2026-07-12T14:21:20.530,4.5,7,612000,6000,200,1000,
